text,sentiment
anytime i see begging a woman for forgiveness in movies e de do me one kain thats how ill be shouting chai chai he begs like hell die if not forgiven his nwirinwiri is too much,Negative
shey you people the small vendor delivery issue or ig vendor palava una go don vex finish go con calm down for paying milli with no result e joor now,Negative
ose you be upper girl i cant vouch for una plix una different,Negative
na still wetin these owerri boys dey drink one night let me shut up its like poverty is staring to show,Negative
lol na me sabi wetin dey pursue me,Negative
wetin this girl dey sing ni,Negative
forget relationship matter abeg na who dey alive dey toast girl,Negative
i just dey look them as them dey hype the guy like say na him be world cb,Negative
the person wey wan stop you dey mad ni,Negative
na dem no wan finish onitsha enugu express way ,Negative
im trying to get back in shape for a groomsman duty later in the month but this dumbbells don dey make body pain me omo i no do again if the suit like make a no fit i no fit kill myself,Negative
corruption don jam corruption our country is a joke,Negative
even me minding my business is a lot to handle  talk less of you wey nor dey add anything to my existence abeg ee,Negative
e go shook you say e dey go down inside dem cars,Negative
if you get money wahala if you nor get na still wahala person nor fit run from this wahala,Negative
you dey busy dey drink guldermasin upandan and forgot to do needful,Negative
na small thing dey vex me,Negative
has never dashed out any money less than k before na why wont i be angry he will just come gbam like say k na naira im angry mtcheewwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,Negative
lmaooooo na popsie dey settle quarrel that time na so policeman hit boda abayo barber during monthly environmental sanitation stuff a fi laiiiiiiiii boda abayo load am back street scatter again tear gas everywhere when they reinforced,Negative
oga facebook sharer chief executive officer of the forwarding committee i hail ohhh have you listened to kod na picture dey make una shake like this,Negative
i just dey observe their stupidity dey laf,Negative
no dey tag me for things like dis abeg or i go block you,Negative
learning on the job has become a crucial part of my work life and e nor come too dey make sense again,Negative
abeg tell dem oo dem even won finish my whatsap status with laycon,Negative
as my best friend tell me to buy am airtime na so i wan send am bastardwhy always me na so i send am to my boss wey give me order to escalate customer issue to engineer team the problem be say i never know who and how to settle it as my boss no talk anything,Negative
coz dis people dem dey do wetin funny,Negative
she na like this we go dey dey so many heart shattering news hitting us on daily basis in niger state my heart is broken rn ya allah come through for us,Negative
wetin them read for nta news na na nine u de debunk,Negative
shey una dey see am as cult clashes dey spoil things for us in awka,Negative
na wa ooo awon feminist ti de una go dey alright people that are mad,Negative
airtel everytime i sub they will be like now that you have data you can watch adesua blahh blah una and the adesua dey ment as nah una papa buy sub for me na,Negative
i cant even imagine what you do to them on a daily basis we on twitter na only picture we dey see but perceiving the food and not eating it,Negative
why dem dey call group d the group of death sef why not group f,Negative
emmyno make me laugh oodid u sayarsboard are offering awengerma year if he wins d epl titledem no sy e no go ever win am,Negative
una wey vote dey mad sha edward and lelouch are there ffs,Negative
k wey no go reach anything na y some no dey come office during the previous money back in sch playing whot like k don go on the spot,Negative
lmaooooooo ive never been a fan of gold or the color but as e con be you no sabi anything wey no dey shine whos fault it that alaye leave my mentiosn,Negative
you sef don quit church attending atink na wah to you o,Negative
fg e be like say ona no won get brain abi ona go just wake up one day dey give one mad notification,Negative
abi its boda isiaka wey no know pass baba ijebu boda isiaka that wants to win sure so he can buy molue to be having fun you dey here dey trend hashtag you people think its everything hashtag and social media go solve,Negative
my mom man nor dey find you reach house sef also my mom i nor wan see you with any boy if you carry belle na you know me,Negative
my dear oh dats what dey are always dragging in dis street nd dey think my girl dont knw hw she looks abi,Negative
bros he stole my glasses oo i give am motor make e sell e loot everything inside including this glasses,Negative
dem dash you bag of pure water you sey leakages dey inside make dem help you change am you see your life outside the gate visit,Negative
i no too get sense like that but i sabi too many idiots shigbain sense dem no fit boast of,Negative
baba i neva see shit now weeks the garri and water wen i de drink na only the water i de piss the garri no gree come out as shit push me you address am tested and trusted i no de shit anyhow,Negative
you thought you were sleek dey follow den wen dem follow u back u go come unfollow,Negative
and i calm down dey reason say na better thing the guy wan talk,Negative
sing i no fit vex now baba don vex he no wan gree drop the album again life go just dey boring,Negative
wetin dis police people day feel like self nah becos dem carry gun or what time don reach way everybody for naija go carry gun oo,Negative
when e start now na you go japa,Negative
i swear even if i try e no go happen na to dey take sleeping drugs,Negative
girl why e do us like that,Negative
nna ehhh wetin vector talk wey bust una brain sigh,Negative
younging wey de cause trouble,Negative
all this abeg giveaway he be like say na only me no win tag still dey down,Negative
i should get mojs gift to her and pay for soup o but to comot for this room na die i don tire,Negative
to construct message dis twitter dey always hard,Negative
why ogbeni come dey pepper us na tears won comot for my eye,Negative
they can use any medium person wey rude dey rude shikina,Negative
i just realised why some people dey get mind owe people money is because even the government sef dey owe with their full chest,Negative
you dey find him trouble oh ion dey,Negative
una weldone oh na god go punish una with this una network nonsense,Negative
